candidate_id,name,ministries,previous_status,source_1,source_1_tier,source_2,source_2_tier,independent_source_count,official_source_found,identity_confidence,geo_confidence,category_confidence,duplicate_signal,cross_ministry_signal,official_identifier,identifier_source,final_certainty,publication_decision,reason
MINESUP-E:Institut Supérieur des Sciences Biologiques et Appliquées (ISSBA),Institut Supérieur des Sciences Biologiques et Appliquées (ISSBA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences Sociales et Appliquées (I3SA),Institut Supérieur des Sciences Sociales et Appliquées (I3SA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences de la Santé « le Millenium »,Institut Supérieur des Sciences de la Santé « le Millenium »,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences de la Santé  de Bangangté (ISSS),Institut Supérieur des Sciences de la Santé  de Bangangté (ISSS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences de l’Education (ISSED),Institut Supérieur des Sciences de l’Education (ISSED),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences de l’Entreprise (ISSE),Institut Supérieur des Sciences de l’Entreprise (ISSE),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et Techniques de Yaoundé (ISSTY),Institut Supérieur des Sciences et Techniques de Yaoundé (ISSTY),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et Techniques de la Santé,Institut Supérieur des Sciences et Techniques de la Santé,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et Techniques de la Santé et de Management (ISSTSM),Institut Supérieur des Sciences et Techniques de la Santé et de Management (ISSTSM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (40%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur des Sciences et Technologies NANFAH (ISSTN),Institut Supérieur des Sciences et Technologies NANFAH (ISSTN),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et Technologies de la Santé (ISSTS),Institut Supérieur des Sciences et Technologies de la Santé (ISSTS),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et Technologies la Sapience,Institut Supérieur des Sciences et Technologies la Sapience,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et de Management (I2SM),Institut Supérieur des Sciences et de Management (I2SM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (67%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur des Sciences et de Technologie de Bangangté (ISST),Institut Supérieur des Sciences et de Technologie de Bangangté (ISST),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et des Energies Renouvelables (ISSER),Institut Supérieur des Sciences et des Energies Renouvelables (ISSER),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Sciences et des Technologies Sainte Maria,Institut Supérieur des Sciences et des Technologies Sainte Maria,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur des Sciences, Arts et Métiers (ISSAM)","Institut Supérieur des Sciences, Arts et Métiers (ISSAM)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur des Sciences, de Technologie et de Commerce","Institut Supérieur des Sciences, de Technologie et de Commerce",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur des Sciences, de Technologie, de Commerce et d’Agriculture (ISSTECOA)","Institut Supérieur des Sciences, de Technologie, de Commerce et d’Agriculture (ISSTECOA)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur des Sciences, de Technologie, de Management et Développement Durable (ISSTMADD)","Institut Supérieur des Sciences, de Technologie, de Management et Développement Durable (ISSTMADD)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur des Techniques Appliquées et de Management,Institut Supérieur des Techniques Appliquées et de Management,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Techniques Industrielles et Commerciales,Institut Supérieur des Techniques Industrielles et Commerciales,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des Technologies de l’Information et de la Communication,Institut Supérieur des Technologies de l’Information et de la Communication,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (67%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut Supérieur des Technologies, d’Agriculture et de Commerce (ISTACO)","Institut Supérieur des Technologies, d’Agriculture et de Commerce (ISTACO)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Supérieur des métiers Notre Dame,Institut Supérieur des métiers Notre Dame,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur du Sahel pour le Développement Durable (ISSDD),Institut Supérieur du Sahel pour le Développement Durable (ISSDD),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (40%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut Supérieur du Tourisme, de l’Hôtellerie et des Arts Culinaires (ISTHAC)","Institut Supérieur du Tourisme, de l’Hôtellerie et des Arts Culinaires (ISTHAC)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (20%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur d’Agriculture et de Gestion,Institut Supérieur d’Agriculture et de Gestion,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieur d’Etudes Commerciales et de Management (ISECMA),Institut Supérieur d’Etudes Commerciales et de Management (ISECMA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Institut Supérieur d’Etudes Scientifiques, Technologiques et Managériales (ISESTMA)","Institut Supérieur d’Etudes Scientifiques, Technologiques et Managériales (ISESTMA)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (20%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Supérieure d’Informatique et de Commerce (ISICO),Institut Supérieure d’Informatique et de Commerce (ISICO),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Agricole de Management des Métiers de la Production (IUAMMP),Institut Universitaire Agricole de Management des Métiers de la Production (IUAMMP),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (17%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Catholique Sainte Thérèse de Yaoundé (INUCASTY),Institut Universitaire Catholique Sainte Thérèse de Yaoundé (INUCASTY),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (17%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Catholique de Bertoua (IUCAB),Institut Universitaire Catholique de Bertoua (IUCAB),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Catholique de Douala Saint Jérôme,Institut Universitaire Catholique de Douala Saint Jérôme,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Evangélique du Cameroun,Institut Universitaire Evangélique du Cameroun,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire International,Institut Universitaire International,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire J. NDI SAMBA,Institut Universitaire J. NDI SAMBA,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (50%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Universitaire LA VISION,Institut Universitaire LA VISION,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (50%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Universitaire Louis Yinda (IULY),Institut Universitaire Louis Yinda (IULY),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire Privé Laïc de L’Equateur,Institut Universitaire Privé Laïc de L’Equateur,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Universitaire Protestant de Yaoundé,Institut Universitaire Protestant de Yaoundé,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (33%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire SIANTOU,Institut Universitaire SIANTOU,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (50%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Universitaire de Technologie et des Sciences du Sahel (IUTESSA),Institut Universitaire de Technologie et des Sciences du Sahel (IUTESSA),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire de la Côte (IUC),Institut Universitaire de la Côte (IUC),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut Universitaire des Sciences Pétrolières et de Magement (IUSPM),Institut Universitaire des Sciences Pétrolières et de Magement (IUSPM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire des Sciences et de Management (IUSM),Institut Universitaire des Sciences et de Management (IUSM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (50%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut Universitaire des Sciences, des Technologies et de l’Ethique (IUSTE).","Institut Universitaire des Sciences, des Technologies et de l’Ethique (IUSTE).",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut Universitaire du Golfe de Guinée (IUG),Institut Universitaire du Golfe de Guinée (IUG),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,nom exact trouvé mais géographie contradictoire ou correspondance multiple non résolue — revue humaine requise.
MINESUP-E:Institut Universitaire d’Eseka (IUE),Institut Universitaire d’Eseka (IUE),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (50%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut Universitaire et Stratégique de l’Estuaire,Institut Universitaire et Stratégique de l’Estuaire,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (33%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
MINESUP-E:Institut de Haute Technologie et Management (IHTM),Institut de Haute Technologie et Management (IHTM),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
MINESUP-E:Institut de Management et de Marketing Supérieur de Commerce (I2M Sup de Co Cameroun),Institut de Management et de Marketing Supérieur de Commerce (I2M Sup de Co Cameroun),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (25%) — pas de gagnant clair.
"MINESUP-E:Institut de Technologie de l’Industrie, du Management et de l’Entrepreneuriat (INTIME)","Institut de Technologie de l’Industrie, du Management et de l’Entrepreneuriat (INTIME)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut des Beaux-Arts CHEIKH ANTA DIOP,Institut des Beaux-Arts CHEIKH ANTA DIOP,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots (20%) mais géographie CONTRADICTOIRE — signal affaibli, revue requise."
"MINESUP-E:Institut des Etudes Supérieures de Science, d’Industrie et des Techniques de Gestion (IHES-SITG)","Institut des Etudes Supérieures de Science, d’Industrie et des Techniques de Gestion (IHES-SITG)",MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,"chevauchement de mots partiel (38%), insuffisant pour STRONG_MATCH."
MINESUP-E:Institut des Sciences Economiques et Informatiques de Gestion (ISEIG),Institut des Sciences Economiques et Informatiques de Gestion (ISEIG),MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (20%) — pas de gagnant clair.
MINESUP-E:Institut d’Afrique Unie,Institut d’Afrique Unie,MINESUP,DUPLICATE_REVIEW,reports/registry/minesup-e-national-candidates.csv,"Tier-3 (internal prior-sprint durable artifact, not re-verified this sprint)",,,1,NO,DUPLICATE_REVIEW,,,YES,NO,,,CONFLICTING,DO_NOT_PUBLISH_THIS_SPRINT,plusieurs cibles à égalité de chevauchement (50%) — pas de gagnant clair.
